video_id,video_title,views,likes,year,duration_hms,publish_date,link,comments,comment_count,language_detected
gYaxI_allkQ,Am I Ian From Smosh????,1198833,14459.0,2015,0:2:17,20150802,https://www.youtube.com/watch?v=gYaxI_allkQ,True,683,en
OEuS7fjMlMc,Millions Of Views!,1157054,34682.0,2015,0:3:46,20151018,https://www.youtube.com/watch?v=OEuS7fjMlMc,True,2200,en
I_3R9YGFlHE,The Anti-Beast,996013,30813.0,2015,0:2:39,20151223,https://www.youtube.com/watch?v=I_3R9YGFlHE,True,1700,en
xjJJ_wDlc1E,"Reacting To Family Accounts (MamaBeast, MrBeast'sLaptop, Etc)",950446,20540.0,2015,0:9:24,20151222,https://www.youtube.com/watch?v=xjJJ_wDlc1E,True,1900,en
GxTVDClFXuc,MrBeast6000Subs,946369,58582.0,2015,0:5:20,20150823,https://www.youtube.com/watch?v=GxTVDClFXuc,True,5200,en
1UygJmcHUdQ,I Got Bored Of Studying So This Happened,825658,23099.0,2015,0:2:9,20151013,https://www.youtube.com/watch?v=1UygJmcHUdQ,True,1100,en
mM2KwBYa-u4,My Mom Found My Channel!! :0,800778,26295.0,2015,0:4:28,20150820,https://www.youtube.com/watch?v=mM2KwBYa-u4,True,2500,de
YY2-jJojnOA,Best Green Screen Lighting Ever? (Joking Obviously),690108,15195.0,2015,0:3:24,20151003,https://www.youtube.com/watch?v=YY2-jJojnOA,True,779,nl
YJiqYG-Mylk,FaZe Members Reaction's To Joining Faze,635212,14154.0,2015,0:3:11,20150701,https://www.youtube.com/watch?v=YJiqYG-Mylk,True,720,en
pzlPJmNyepA,What is Crohn's Disease?????,552120,18446.0,2015,0:7:3,20150404,https://www.youtube.com/watch?v=pzlPJmNyepA,True,1200,en
uxzBq4Y_fNw,Exams Be Like,547718,15424.0,2015,0:3:54,20151210,https://www.youtube.com/watch?v=uxzBq4Y_fNw,True,1100,de
HIhUkvAG0o4,How Many People Have A Silver Play Button????,515474,13635.0,2015,0:3:32,20151208,https://www.youtube.com/watch?v=HIhUkvAG0o4,True,815,en
mfvi_jgdVqE,THINGS I HATE #1,508686,16194.0,2015,0:3:39,20151202,https://www.youtube.com/watch?v=mfvi_jgdVqE,True,1600,en
zExxMxcoJ6A,Worst MrBeast6000 Intros?? (Fan Made!),499393,13418.0,2015,0:2:12,20151130,https://www.youtube.com/watch?v=zExxMxcoJ6A,True,1600,es
NiqkH7qVW0U,100k Subs With No Videos????,496815,9660.0,2015,0:4:16,20150411,https://www.youtube.com/watch?v=NiqkH7qVW0U,True,2700,en
94A-bsumX9A,How Much Youtube Money Do I Make???,454093,10545.0,2015,0:2:27,20150803,https://www.youtube.com/watch?v=94A-bsumX9A,True,682,en
vGB2d5cQJpY,How Much Money Do Youtubers Make? Real Numbers!,452433,12290.0,2015,0:3:14,20150830,https://www.youtube.com/watch?v=vGB2d5cQJpY,True,742,en
bzIPun3cVsw,Shia Labeouf Motivates Youtubers!,442392,11699.0,2015,0:1:27,20150919,https://www.youtube.com/watch?v=bzIPun3cVsw,True,651,de
oZ-Mn5p1xMw,"2,000 Subscribers",434126,22536.0,2015,0:2:24,20150418,https://www.youtube.com/watch?v=oZ-Mn5p1xMw,True,3900,en
NT3EkjxO8hs,"10,000 QNA With MUM",352696,14701.0,2015,0:3:55,20151029,https://www.youtube.com/watch?v=NT3EkjxO8hs,True,1800,en
g0IrVKXIbmE,PSYCHO FRIEND SMASHES MY LAPTOP! (Mc Juggernuggets Parody),330973,11910.0,2015,0:1:31,20151106,https://www.youtube.com/watch?v=g0IrVKXIbmE,True,896,en
BwAMltY3-c0,Making Fun Of Youtuber's Intros.,325523,7663.0,2015,0:1:54,20150216,https://www.youtube.com/watch?v=BwAMltY3-c0,True,606,es
N9jTogPwqVY,The Ultimate Motivation For Small Youtubers,324616,16713.0,2015,0:2:44,20150629,https://www.youtube.com/watch?v=N9jTogPwqVY,True,2000,en
p6bzNpgbX8Y,What Is Crohns Disease?????,311871,7506.0,2015,0:4:20,20150810,https://www.youtube.com/watch?v=p6bzNpgbX8Y,True,608,en
MLN6TRB9Jxw,Who Are The Worst Youtubers?????,291511,4362.0,2015,0:3:36,20150301,https://www.youtube.com/watch?v=MLN6TRB9Jxw,True,418,en
ELIoOUKSOJQ,Top 10 Richest Gaming Youtubers?????,284834,8098.0,2015,0:4:5,20150611,https://www.youtube.com/watch?v=ELIoOUKSOJQ,True,534,de
yyJ7xEcENNI,How Much Does Pewdiepie Make?,277261,3372.0,2015,0:3:53,20150628,https://www.youtube.com/watch?v=yyJ7xEcENNI,True,229,de
lh61MVUxJt0,The History Of Pewdiepie In 2 Minutes,271257,7412.0,2015,0:2:5,20150714,https://www.youtube.com/watch?v=lh61MVUxJt0,True,565,en
qENpZBzgaUM,VANOSSGAMING IS IN TROUBLE,263366,4053.0,2015,0:2:52,20150727,https://www.youtube.com/watch?v=qENpZBzgaUM,True,558,en
J590MYm0SY8,How I Will Survive The Zombie Apocalypse!,243078,6838.0,2015,0:6:1,20150831,https://www.youtube.com/watch?v=J590MYm0SY8,True,732,en
boBokLXe5o8,Is Jacksepticeye A Millionaire?????? 2016,241390,3672.0,2015,0:3:9,20150409,https://www.youtube.com/watch?v=boBokLXe5o8,True,673,fr
uAoayezOaug,Markiplier Is A Great Man! Sub shodleech!,236003,2355.0,2015,0:2:3,20150609,https://www.youtube.com/watch?v=uAoayezOaug,True,160,pl
9zFfp3gzZ88,I Hate Youtubers That Ask For Likes,229373,11402.0,2015,0:4:15,20150820,https://www.youtube.com/watch?v=9zFfp3gzZ88,True,734,en
VvphlSvCyj8,MrBeast Rest In Pepperoni 6000,228932,5916.0,2015,0:3:4,20151227,https://www.youtube.com/watch?v=VvphlSvCyj8,True,452,it
yWnmEPgLroQ,TWITCH STREAMERS REACT TO RECEIVING THOUSANDS FROM SAME GUY!,225430,2279.0,2015,0:7:32,20150713,https://www.youtube.com/watch?v=yWnmEPgLroQ,True,266,en
1s6UOlWdpw4,Motivation For Youtube - Ultimate Small Youtuber Motivation #2,213001,7793.0,2015,0:3:28,20150808,https://www.youtube.com/watch?v=1s6UOlWdpw4,True,740,en
D1livXdFGkQ,Are Youtubers Millionaires?,211034,3564.0,2015,0:3:15,20150222,https://www.youtube.com/watch?v=D1livXdFGkQ,True,426,fr
kzIA4vKyhRQ,5 Steps To Becoming Successful On Youtube,206954,8905.0,2015,0:3:12,20150402,https://www.youtube.com/watch?v=kzIA4vKyhRQ,True,757,en
jRURlbRAUhI,Whats That Song Name?,199834,7572.0,2015,0:1:52,20151224,https://www.youtube.com/watch?v=jRURlbRAUhI,True,1400,en
ZqzFRGH_tMQ,Always Changing My Name? Mr.Beast or MrBeast6000,194298,4532.0,2015,0:2:41,20150803,https://www.youtube.com/watch?v=ZqzFRGH_tMQ,True,527,en
QNoqAnJOSqU,What Happens If You Get A Copy Right Strike??,186946,4578.0,2015,0:3:52,20150403,https://www.youtube.com/watch?v=QNoqAnJOSqU,True,545,en
oODUkNQAzXU,5$ To Advertise Your Youtube Channel???,183136,3193.0,2015,0:2:1,20150731,https://www.youtube.com/watch?v=oODUkNQAzXU,True,274,en
KaaEivIqX6M,Double Agent (Short Film),181108,6358.0,2015,0:7:48,20151101,https://www.youtube.com/watch?v=KaaEivIqX6M,True,484,en
6bxZpS0cm5o,New Channel?,178285,4372.0,2015,0:4:51,20150523,https://www.youtube.com/watch?v=6bxZpS0cm5o,True,427,en
h-D6ukDcS9o,Do Tags Do Anything On Youtube?????,176709,6254.0,2015,0:3:37,20150913,https://www.youtube.com/watch?v=h-D6ukDcS9o,True,629,en
ep7S1XnuQLU,"5,000 Hype",170233,3610.0,2015,0:3:4,20150811,https://www.youtube.com/watch?v=ep7S1XnuQLU,True,567,en
OweuuinkVZI,3k HYPE,167764,4756.0,2015,0:3:22,20150710,https://www.youtube.com/watch?v=OweuuinkVZI,True,677,en
XOtTKQujlkI,"How Many People Get The Golden Play Button? (1,000,000 Subscribers)",166932,3995.0,2015,0:2:56,20151128,https://www.youtube.com/watch?v=XOtTKQujlkI,True,575,en
UEwnitHoSDw,DIY $23.00 Mini Sound Booth? Does It Work?,160318,2850.0,2015,0:3:48,20150509,https://www.youtube.com/watch?v=UEwnitHoSDw,True,200,en
J1lhxfZtR3M,Do You Think You Will Be Famous?????,160244,3339.0,2015,0:3:44,20150706,https://www.youtube.com/watch?v=J1lhxfZtR3M,True,637,en
j7kM8G_AjuY,Airplane Pilots Last Words Before Death,159243,2828.0,2015,0:2:29,20150828,https://www.youtube.com/watch?v=j7kM8G_AjuY,True,229,en
iqUFeWAVp-0,How Much Money Does Markiplier Make????? 2016,156764,2334.0,2015,0:2:34,20150104,https://www.youtube.com/watch?v=iqUFeWAVp-0,True,243,en
Ow3xqv7ahXo,How Much Money Does Bill Gates Make / Have - Billionaire,155945,4346.0,2015,0:4:4,20151009,https://www.youtube.com/watch?v=Ow3xqv7ahXo,True,354,en
tZpnfF0-7Ls,Highest Paid Musicians????,155167,2291.0,2015,0:4:48,20150217,https://www.youtube.com/watch?v=tZpnfF0-7Ls,True,308,en
bB99NdUoxEQ,Why I Changed My Channel Name,153899,3747.0,2015,0:3:16,20150503,https://www.youtube.com/watch?v=bB99NdUoxEQ,True,350,en
sKn8Tbp2a-4,"Shark Tank Most Successful Products, Entrepreneurs, Or Businesses 2015",150948,1382.0,2015,0:4:54,20151108,https://www.youtube.com/watch?v=sKn8Tbp2a-4,True,188,fr
Ds9H2UnUHL0,Quitting?,144529,4960.0,2015,0:3:45,20150206,https://www.youtube.com/watch?v=Ds9H2UnUHL0,True,676,fi
7Pogam71094,How Do Youtubers Make Money? How Do Youtubers Get Paid?,141528,4145.0,2015,0:6:5,20150929,https://www.youtube.com/watch?v=7Pogam71094,True,516,en
lRznKN2oPUc,5 Popular Channels That Were Terminated,140131,4536.0,2015,0:5:0,20150707,https://www.youtube.com/watch?v=lRznKN2oPUc,True,1000,en
JP3v6UxI124,How To Think Of Good Video Ideas (Tips),137215,8341.0,2015,0:6:11,20151226,https://www.youtube.com/watch?v=JP3v6UxI124,True,558,en
KLAI0c0Spog,Best Of FlipArtz - His Best Advanced Supply Drops EVER!,134354,1485.0,2015,0:10:39,20150529,https://www.youtube.com/watch?v=KLAI0c0Spog,True,122,en
Jtj9rUqlB1Y,How Many Youtubers Are Millionaires???,130994,2043.0,2015,0:2:49,20150804,https://www.youtube.com/watch?v=Jtj9rUqlB1Y,True,265,en
LTr8cXAxy1I,9k Subs - Channel Talk,130317,4249.0,2015,0:4:35,20151010,https://www.youtube.com/watch?v=LTr8cXAxy1I,True,888,it
PRU47AuQF2M,"FaZe Adapt ""Stuttertage""",128747,3429.0,2015,0:4:44,20150720,https://www.youtube.com/watch?v=PRU47AuQF2M,True,403,en
yCKe65Nvp0Q,Every Minecraft Let's Play Ever In Under A Minute,128532,3830.0,2015,0:1:0,20150716,https://www.youtube.com/watch?v=yCKe65Nvp0Q,True,290,en
Pgxi8dsUW-o,Is Being A Youtuber Hard? Is Being A Youtuber Worth It?,125901,4863.0,2015,0:5:21,20151004,https://www.youtube.com/watch?v=Pgxi8dsUW-o,True,697,de
7ytYV-tVIvg,How Did Notch Become A Billionaire? How Much Did Minecraft Sell For?????,124736,2828.0,2015,0:3:36,20150612,https://www.youtube.com/watch?v=7ytYV-tVIvg,True,215,en
-V3-fhJQZkk,Youtube Collabs? Collabbing with Mr.Beast?,121478,2305.0,2015,0:3:33,20150801,https://www.youtube.com/watch?v=-V3-fhJQZkk,True,222,en
zsADECFHY8w,4k Subscriber's! First Channel Story!,118515,3297.0,2015,0:5:14,20150730,https://www.youtube.com/watch?v=zsADECFHY8w,True,433,it
dRqthQ2Mc_0,"Spam404 Has Terminated 5,000,000 Videos (Including Pewdiepie)",118330,2746.0,2015,0:2:22,20151126,https://www.youtube.com/watch?v=dRqthQ2Mc_0,True,285,en
cqirhwhq_qM,Do Youtubers Pay Taxes????? (USA),118303,4579.0,2015,0:6:28,20151219,https://www.youtube.com/watch?v=cqirhwhq_qM,True,419,en
0VjLq-go1fg,How Much $$$ Does Every Member of FaZe Make COMBINED????? 2016,112343,1731.0,2015,0:3:56,20150305,https://www.youtube.com/watch?v=0VjLq-go1fg,True,314,en
NUVglXbGBfs,Dogs Opinions On Youtubers Getting BO3 Early,111080,3178.0,2015,0:1:16,20150818,https://www.youtube.com/watch?v=NUVglXbGBfs,True,185,en
prdSftLj9-g,How To Do A High School or College Paper!,109555,1984.0,2015,0:3:56,20150406,https://www.youtube.com/watch?v=prdSftLj9-g,True,205,en
ajJbMGq9AS4,"Youtube ""Freinds""",108554,1650.0,2015,0:4:39,20150523,https://www.youtube.com/watch?v=ajJbMGq9AS4,True,211,de
Feh8o-HmthM,People Who Got Rich From Movie Trailers On Youtube,108329,1704.0,2015,0:3:26,20150729,https://www.youtube.com/watch?v=Feh8o-HmthM,True,229,en
3IQdDBwc42o,Why Does This Video Have No Thumbnail?,108230,4241.0,2015,0:3:1,20151215,https://www.youtube.com/watch?v=3IQdDBwc42o,True,448,en
5UPa_hu5opg,Youtube,108124,2425.0,2015,0:4:37,20150414,https://www.youtube.com/watch?v=5UPa_hu5opg,True,231,en
4YHnf3YepwU,Totally 100% Real Epic Ping Pong Trickshots,106941,4511.0,2015,0:1:21,20151211,https://www.youtube.com/watch?v=4YHnf3YepwU,True,304,en
AjXbO2XfBkE,How Do You Turn Off A PS4? Xbox Noob In Need Of Help,106861,2205.0,2015,0:1:12,20150801,https://www.youtube.com/watch?v=AjXbO2XfBkE,True,305,en
b_o8cz0ZNdk,What Is Swatting? Why I hate It!,104068,2473.0,2015,0:4:18,20150705,https://www.youtube.com/watch?v=b_o8cz0ZNdk,True,246,en
QqIG0R-KpGk,World's Worst Thieves,103933,2235.0,2015,0:3:29,20150728,https://www.youtube.com/watch?v=QqIG0R-KpGk,True,187,en
wNuxirsrwBk,Why Are Things Unbalanced In Video Games?????,102562,1439.0,2015,0:3:29,20150528,https://www.youtube.com/watch?v=wNuxirsrwBk,True,175,en
4AigP5OY8JE,Time,101887,2300.0,2015,0:2:1,20150813,https://www.youtube.com/watch?v=4AigP5OY8JE,True,288,en
1Pr-R2nKTY4,"How To Get 1,000 Subscribers On Youtube - Vlogs Gaming",101658,4446.0,2015,0:2:58,20151015,https://www.youtube.com/watch?v=1Pr-R2nKTY4,True,516,en
v5J1Cycn3s8,How To Gain Youtube Success,100222,3372.0,2015,0:2:42,20150702,https://www.youtube.com/watch?v=v5J1Cycn3s8,True,342,en
uCIpW9zOmgI,Is Pewdiepie The #2 Youtuber?!?!?  :0,99815,1840.0,2015,0:3:55,20150304,https://www.youtube.com/watch?v=uCIpW9zOmgI,True,322,en
xu1nhAfnMGA,How Much Money Does Syndicate Project Make????? 2016,97237,1247.0,2015,0:3:23,20150224,https://www.youtube.com/watch?v=xu1nhAfnMGA,True,254,en
4krBgDFycgY,7k SUBS! Smashing Ghost + AW! Plus Channel Talk!,96886,3255.0,2015,0:4:58,20150909,https://www.youtube.com/watch?v=4krBgDFycgY,True,374,en
hgiPX33AHas,Time,96723,1864.0,2015,0:1:53,20150422,https://www.youtube.com/watch?v=hgiPX33AHas,True,166,en
CnMv_zTXZ38,Best FNAF 4 Fake Reactions! So Funny lol,96353,2799.0,2015,0:2:27,20150725,https://www.youtube.com/watch?v=CnMv_zTXZ38,True,372,en
6Xv-LVYZQxk,Beast Gaming Set Up #almost4k,95718,2574.0,2015,0:2:31,20150729,https://www.youtube.com/watch?v=6Xv-LVYZQxk,True,413,en
qVLr6SMxvJw,5 Steps To Becoming Successful On Youtube!,95226,3728.0,2015,0:3:12,20150814,https://www.youtube.com/watch?v=qVLr6SMxvJw,True,405,en
NFZ_MtTvwm0,Best Non-Copyrighted Songs For Videos! (Intros Vlogs Gaming Trailers) 2016,94594,2711.0,2015,0:2:59,20151005,https://www.youtube.com/watch?v=NFZ_MtTvwm0,True,278,es
W2skFWRk6qo,PewDiePie Uploads A Fake Video! LOL,92790,1655.0,2015,0:2:35,20150101,https://www.youtube.com/watch?v=W2skFWRk6qo,True,213,de
rXnaD7PU9kY,"Ad Blocker For Chrome and Mobile, Should You Use It?",92721,3272.0,2015,0:5:14,20150923,https://www.youtube.com/watch?v=rXnaD7PU9kY,True,499,en
RMoFUeBVefA,Beast $500ish Youtube PC Great For Making Videos!,91905,1637.0,2015,0:4:3,20150812,https://www.youtube.com/watch?v=RMoFUeBVefA,True,192,en
W4gBpws7Ug8,YOU ONLY DO YOUTUBE FOR VIEWS,88868,3603.0,2015,0:5:33,20151029,https://www.youtube.com/watch?v=W4gBpws7Ug8,True,274,en
WAcmsAISniQ,1080p FREE TO USE BLACK OPS 3 GAMEPLAY,88721,1941.0,2015,0:2:22,20150819,https://www.youtube.com/watch?v=WAcmsAISniQ,True,181,en
pqrdPu2ESFo,My Baby Got a Virus :(,85098,1730.0,2015,0:2:54,20150425,https://www.youtube.com/watch?v=pqrdPu2ESFo,True,233,en
Z0Poefgrs4w,How Much Money Does Smosh Make????? 2016,84621,1446.0,2015,0:2:47,20150303,https://www.youtube.com/watch?v=Z0Poefgrs4w,True,219,en
NV7qmqbS8tM,"What Is Considered A ""Bad Video"" On Youtube????? #karnageRC",83073,1596.0,2015,0:4:11,20150607,https://www.youtube.com/watch?v=NV7qmqbS8tM,True,177,en
qWnyJ55KBKo,Minimum Wage,81603,1715.0,2015,0:1:59,20150507,https://www.youtube.com/watch?v=qWnyJ55KBKo,True,175,de
8nv_ltg4RAg,2015 Year Highlights,80580,2689.0,2015,0:4:0,20151230,https://www.youtube.com/watch?v=8nv_ltg4RAg,True,550,en
cpI5lCaqZcQ,How To Get More Views And Subscribers On Youtube (2016),80542,3528.0,2015,0:3:11,20151203,https://www.youtube.com/watch?v=cpI5lCaqZcQ,True,329,en
oo8ve4Ldpck,The Evolution Of My Youtube Banners,79780,2525.0,2015,0:0:59,20151118,https://www.youtube.com/watch?v=oo8ve4Ldpck,True,398,en
umRLkCrmwcs,My Problems,79740,2075.0,2015,0:4:6,20150501,https://www.youtube.com/watch?v=umRLkCrmwcs,True,242,en
7HBR3Ea72CY,10 Things You DIDN'T Know About Youtube!,79687,1710.0,2015,0:3:1,20150208,https://www.youtube.com/watch?v=7HBR3Ea72CY,True,177,en
kGaq-Qi9hoE,"Youtube Networking - Aka Fake Likes, Subs, And Comments",77731,3236.0,2015,0:4:27,20150821,https://www.youtube.com/watch?v=kGaq-Qi9hoE,True,815,en
7YOzgk-U4EU,How Rich Is Buzz Feed???,77658,1204.0,2015,0:3:25,20150407,https://www.youtube.com/watch?v=7YOzgk-U4EU,True,202,en
dvdGkRK5a_0,WORLD'S FIRST BLACK OPS 3 GUN SYNC!!,75865,1725.0,2015,0:1:21,20150622,https://www.youtube.com/watch?v=dvdGkRK5a_0,True,163,en
X9UiBpDHW3w,FaZe Clan Vs Pewdiepie Who Would Win?????,74482,1288.0,2015,0:2:50,20150721,https://www.youtube.com/watch?v=X9UiBpDHW3w,True,171,en
uZPkMnv8b-o,Modern Art Is A Joke,71233,2005.0,2015,0:2:55,20150815,https://www.youtube.com/watch?v=uZPkMnv8b-o,True,159,en
miKQkeq5sbU,Knives In Video Games Cost More Than Real Life????,70646,2228.0,2015,0:3:43,20150918,https://www.youtube.com/watch?v=miKQkeq5sbU,True,278,en
syMozMiJneM,Why I Stopped Playing Video Games - Video Game Commentary,69572,1759.0,2015,0:4:44,20151025,https://www.youtube.com/watch?v=syMozMiJneM,True,220,en
DfonKqMENrg,Making Youtube a Priority,69546,1807.0,2015,0:3:15,20150401,https://www.youtube.com/watch?v=DfonKqMENrg,True,220,en
52awie9G00A,My New Channel Trailer ;),68931,1778.0,2015,0:1:17,20150507,https://www.youtube.com/watch?v=52awie9G00A,True,215,en
i5dhcAxO25Q,Reddit Is In Chaos After Firing Victoria,67526,1199.0,2015,0:1:46,20150703,https://www.youtube.com/watch?v=i5dhcAxO25Q,True,179,en
JlUzoQN9FWw,Youtubers Analytic's Explained,67458,1548.0,2015,0:3:37,20150306,https://www.youtube.com/watch?v=JlUzoQN9FWw,True,170,en
XBe57FyB2xU,Why I deleted Today's First Upload,67450,1595.0,2015,0:1:55,20150716,https://www.youtube.com/watch?v=XBe57FyB2xU,True,203,en
UVin8WtE5eU,Summer Is Finally Here!,67359,1269.0,2015,0:2:26,20150528,https://www.youtube.com/watch?v=UVin8WtE5eU,True,258,en
QqdUhn99E-s,High School Education Be Like (Paying Taxes),66784,2133.0,2015,0:2:45,20151014,https://www.youtube.com/watch?v=QqdUhn99E-s,True,230,en
-o_8CDbFMJ0,Paid Promotion On Youtube Good?,65640,1270.0,2015,0:7:18,20150703,https://www.youtube.com/watch?v=-o_8CDbFMJ0,True,175,en
MUQCwdkEbq0,Why I Was Not Uploading,64778,1361.0,2015,0:1:35,20150321,https://www.youtube.com/watch?v=MUQCwdkEbq0,True,207,en
X9eXa-Uzuj0,My Favorite FaZe Clan Members?????,64611,1842.0,2015,0:3:54,20150826,https://www.youtube.com/watch?v=X9eXa-Uzuj0,True,224,de
zv_oq5UNDAo,"How To SAT, Get Into Yale",63780,1385.0,2015,0:4:4,20150413,https://www.youtube.com/watch?v=zv_oq5UNDAo,True,188,en
IDrS_TrjuK4,What Is Youtube Terms Of Service?????,63777,1447.0,2015,0:4:9,20150707,https://www.youtube.com/watch?v=IDrS_TrjuK4,True,260,en
L7lGD_anC00,How Many People Do Youtube as a JOB?????,63768,1541.0,2015,0:2:53,20150226,https://www.youtube.com/watch?v=L7lGD_anC00,True,234,en
6T17licWsQ4,Leaving For 7 Days,63749,1533.0,2015,0:7:11,20150809,https://www.youtube.com/watch?v=6T17licWsQ4,True,302,en
Ng_qwlvhrJo,PC Master Race Vs Console Peasants,63691,2424.0,2015,0:1:59,20150921,https://www.youtube.com/watch?v=Ng_qwlvhrJo,True,268,en
vZrL_FFITgs,Subscriber Goals For 2016,63634,1588.0,2015,0:4:7,20150228,https://www.youtube.com/watch?v=vZrL_FFITgs,True,577,de
Wt6cMjn3YLg,YOUTUBE RED STEALS CONTENT CREATORS MONEY? What Is Youtube Red?,63521,2416.0,2015,0:5:26,20151021,https://www.youtube.com/watch?v=Wt6cMjn3YLg,True,203,en
WwE0tR08OTU,Originality - A Youtube Poem By MrBeast6000,63323,2259.0,2015,0:1:48,20150926,https://www.youtube.com/watch?v=WwE0tR08OTU,True,314,en
DL0OPJ2hahc,Increase Youtube Views 2015! COMMUNITY CHANNELS - Boosting Youtube Views,63079,1886.0,2015,0:3:52,20150927,https://www.youtube.com/watch?v=DL0OPJ2hahc,True,307,en
AIytwdufwW8,MY MESSAGE TO COD YOUTUBERS (Watch till end plz),62997,1476.0,2015,0:4:52,20150529,https://www.youtube.com/watch?v=AIytwdufwW8,True,248,sv
6zQhLOw1nw8,Should You Do COD Commentaries In 2016????,62824,1469.0,2015,0:3:46,20151202,https://www.youtube.com/watch?v=6zQhLOw1nw8,True,284,en
g4DAFnZcCcQ,Best Microphone For Youtube (Gaming Commentaries Vocals Singing Podcast),62764,2083.0,2015,0:3:36,20151011,https://www.youtube.com/watch?v=g4DAFnZcCcQ,True,353,en
m8qGlpcfAIw,Xbox One Destroyer? COD Advertisement Is Free,62740,1751.0,2015,0:4:7,20150818,https://www.youtube.com/watch?v=m8qGlpcfAIw,True,302,en
ywZy_Fo2ydo,Modern Art Is A Joke,62592,1595.0,2015,0:2:49,20150425,https://www.youtube.com/watch?v=ywZy_Fo2ydo,True,235,en
56OkH6ocYZU,L0114R - Biblical Creeper Post for Post @L0114R,62589,1279.0,2015,0:1:28,20150515,https://www.youtube.com/watch?v=56OkH6ocYZU,True,249,en
zgDezsMQyyU,How To Monetize Your Videos And Make Lots Of Youtube Money!!$$$,62588,1710.0,2015,0:10:23,20150510,https://www.youtube.com/watch?v=zgDezsMQyyU,True,324,en
rHoLyltYDtQ,Ma Channel,62420,1694.0,2015,0:2:48,20150429,https://www.youtube.com/watch?v=rHoLyltYDtQ,True,296,en
qr4v9pdfVlU,Cheat Channels,62386,1746.0,2015,0:3:34,20150424,https://www.youtube.com/watch?v=qr4v9pdfVlU,True,377,en
ejlkNGm82w4,SAT And Some Random Stuff,62383,1805.0,2015,0:3:26,20150804,https://www.youtube.com/watch?v=ejlkNGm82w4,True,676,de
__SaaKSW9iE,Cut Coms vs Uncut Coms,62378,1570.0,2015,0:2:39,20150509,https://www.youtube.com/watch?v=__SaaKSW9iE,True,328,en
dpUxRIqbNlc,Exility vs Dr.Pineapplez - Misleading Contest!,62376,4614.0,2015,0:4:18,20150908,https://www.youtube.com/watch?v=dpUxRIqbNlc,True,881,en
4DYBVA4884Y,SpiderMan Robs Walmart?????,62375,1701.0,2015,0:3:6,20150726,https://www.youtube.com/watch?v=4DYBVA4884Y,True,266,hu
2-ErX5oDzwM,History Of COD Part 2! Black Ops 1 - History Of COD On Youtube!,62361,1341.0,2015,0:10:48,20150613,https://www.youtube.com/watch?v=2-ErX5oDzwM,True,176,en
UEK0fYAqMss,My Solution For The Theft At The FaZe House - @FaZe_Rain @FaZeAdapt,62358,1339.0,2015,0:3:7,20150708,https://www.youtube.com/watch?v=UEK0fYAqMss,True,241,en
UCYefSGBP00,The Truth About Big Community Channels,62357,2174.0,2015,0:4:32,20150622,https://www.youtube.com/watch?v=UCYefSGBP00,True,869,en
QX0wvWGW2qg,Sacrifices And Youtube,62350,2807.0,2015,0:3:39,20150731,https://www.youtube.com/watch?v=QX0wvWGW2qg,True,516,en
GhppzOzN3MM,Battle of The Beasts Bracket!!!! (Not accepting anymore),62349,1603.0,2015,0:1:38,20150620,https://www.youtube.com/watch?v=GhppzOzN3MM,True,351,en
_f6xCA0-gAo,Fanboy Opinions On Black Ops 3,62345,1482.0,2015,0:3:56,20150806,https://www.youtube.com/watch?v=_f6xCA0-gAo,True,324,en
kqUT-s3a6tU,"Black Ops 3 First Impressions, My First Game",62344,1767.0,2015,0:3:40,20150819,https://www.youtube.com/watch?v=kqUT-s3a6tU,True,409,en
is1LSWbssuA,Best Thing To Happen To This Channel?????,62343,1928.0,2015,0:1:27,20150723,https://www.youtube.com/watch?v=is1LSWbssuA,True,322,en
Lwt_VThQIdM,"Why I Sold My PS4, Not A Gaming Channel???",62340,2323.0,2015,0:4:5,20150918,https://www.youtube.com/watch?v=Lwt_VThQIdM,True,310,en
8-0ZHJHp9g4,Advanced Warfare DLC 4 Honest Parody,62339,1702.0,2015,0:2:37,20150729,https://www.youtube.com/watch?v=8-0ZHJHp9g4,True,404,en
h5uE4ERMiTk,Screw Warface,62339,1597.0,2015,0:3:37,20150502,https://www.youtube.com/watch?v=h5uE4ERMiTk,True,261,en
pGYyUssWLTA,Social Media As A Job????,62337,2265.0,2015,0:3:8,20150829,https://www.youtube.com/watch?v=pGYyUssWLTA,True,507,en
STvOHHgJ1sQ,Battle Of The Beasts (youtubers needed),62337,1552.0,2015,0:3:2,20150617,https://www.youtube.com/watch?v=STvOHHgJ1sQ,True,358,en
hyt2t4r8lQ4,Battle Of The Beast Tournament UPDATE!,62334,1993.0,2015,0:2:32,20150618,https://www.youtube.com/watch?v=hyt2t4r8lQ4,True,695,en
U9c-ycvw02A,I Think I Am Going For The #KarnageRC,62334,1983.0,2015,0:3:52,20150605,https://www.youtube.com/watch?v=U9c-ycvw02A,True,529,en
lfD7kMZKuNg,Big Channel's Starting Over???,62334,1661.0,2015,0:3:18,20150805,https://www.youtube.com/watch?v=lfD7kMZKuNg,True,302,en
X7doE4h6W64,Insane Gun Sync - 7 Hours To Make,62333,2318.0,2015,0:2:14,20150621,https://www.youtube.com/watch?v=X7doE4h6W64,True,569,fr
jGE1sUTeR5g,Battle of The Beasts Round 2 Winners!,62332,1524.0,2015,0:14:7,20150701,https://www.youtube.com/watch?v=jGE1sUTeR5g,True,337,en
